id,y
0,61.34457874977073
1,74.70643979237985
2,69.67060233691265
3,76.19632086370812
4,72.35436691112093
5,56.66370209433353
6,63.06555890546087
7,73.72309225916969
8,65.52288707361829
9,59.40469477073122
10,75.98729454245733
11,75.84843568427856
12,59.249477261987295
13,72.17606073833937
14,71.36057197937537
15,62.130513297005734
16,75.31716210556878
17,69.68630027653663
18,65.11276770469118
19,62.47862432936921
20,59.9668973532234
21,58.585267409153786
22,74.05468854593278
23,77.63921480815895
24,67.93251813426502
25,73.03469869034224
26,73.95628377298253
27,72.67778876276155
28,70.50429292333926
29,66.14275803089376
30,65.80101942284591
31,73.55287827775872
32,68.98098499691372
33,63.95816873759811
34,67.24150621619177
35,59.11212121589774
36,63.09909703798518
37,76.24227421206305
38,66.40098242919883
39,66.2329244985422
40,66.6484106038017
41,68.00949004236554
42,70.51999043790751
43,70.97938390363468
44,53.13196094834579
45,73.15392712165112
46,62.42930387069873
47,77.63051224394684
48,75.07750094234238
49,78.19365224489563
50,78.96679132357119
51,64.61447508645853
52,84.66694011887628
53,79.32281176386313
54,76.7904201015858
55,82.20366247535335
56,70.74856494148983
57,75.63038269000705
58,67.23232648731414
59,71.55730290290785
60,75.32875602832749
61,66.74597531274779
62,67.63593482138155
63,75.73169272188787
64,78.44848497454385
65,62.29936856852685
66,72.83119101626211
67,58.7290489389147
68,81.43146812852899
69,82.74003120973332
70,66.49487580713537
71,74.30496746682002
72,70.60865345968588
73,74.35255713072183
74,61.93785962858419
75,66.26195226547843
76,79.06179090366268
77,69.49185973274038
78,72.67463082682326
79,56.30873350122525
80,80.02816609109708
81,73.37534955751579
82,71.55670974405224
83,64.88305622158472
84,75.74374924341902
85,72.59885636367733
86,68.28291377341064
87,69.16630613074322
88,69.10378926552218
89,58.72975437174492
90,66.20884483995772
91,72.80660945563821
92,71.71491150669172
93,65.74056629912015
94,73.1314782044059
95,75.53350416879583
96,74.87533289721364
97,59.59179366185207
98,55.28277612921795
99,78.02311895526609
100,73.25097736310418
101,65.12964381358779
102,57.9250564471209
103,80.15389794879994
104,80.57483826340439
105,64.44296589111993
106,67.41470869004877
107,82.63131116025158
108,70.6014976100677
109,71.86771889609923
110,72.32791007974933
111,65.50214470853986
112,66.19806412725234
113,66.59524202993525
114,64.15688609601335
115,87.6883625188859
116,73.89371274569886
117,73.62943740893286
118,70.12582873138966
119,77.36965114988156
120,76.2652788377258
121,71.71935173774784
122,68.87879297775422
123,79.98110092123045
124,76.59048356857032
125,71.53345383183117
126,57.428081640113945
127,71.9828989457797
128,79.5404810266498
129,73.34667919893973
130,76.66508351767368
131,64.99247089269826
132,77.64973587342072
133,72.94480577328962
134,68.43208501947316
135,72.41165828614734
136,63.98628777864717
137,72.77297397864461
138,65.39537182219041
139,81.68993379967213
140,76.92886116486342
141,69.89957355407451
142,76.35752101119208
143,67.59169444312097
144,69.83311218184546
145,60.790110735165726
146,71.13054000229019
147,75.50743763229777
148,77.33503511441681
149,67.400467433807
150,65.25466838239154
151,74.09247069229318
152,66.47594751222758
153,71.93956417545483
154,60.497050433870236
155,66.05090794998398
156,70.17649225117043
157,69.25858410915187
158,82.727110666614
159,64.6954435187123
160,76.52543741420178
161,64.74704023030004
162,65.54307995206489
163,68.30579709999289
164,80.34725269924216
165,67.40506371656865
166,71.62966268415052
167,68.08127344889164
168,69.16298726801114
169,75.1115043125078
170,79.09604646577849
171,69.34991851697849
172,71.80772911154207
173,78.48055671048708
174,74.87305991202865
175,69.11468088618022
176,68.33510331619043
177,58.14126328028233
178,81.39391035759928
179,68.39148474330023
180,71.529704179055
181,65.54336192287302
182,65.72938245538708
183,73.16962493617041
184,80.65325963837653
185,62.299224517719736
186,70.44968521131969
187,66.87490892752992
188,85.29931882817976
189,77.486920759627
190,55.35116304638697
191,62.74930764486752
192,75.54080850561903
193,54.5525071143763
194,77.22540103971728
195,59.02716756379374
196,61.41922072970126
197,74.96930952043914
198,73.76614720139473
199,77.52424962295491
200,75.83287494520015
201,70.87628558520768
202,75.43265076098537
203,69.80598767634689
204,65.48397436441257
205,75.97289845861972
206,55.90077934479298
207,75.7644725554002
208,59.95606267297644
209,81.99186036919158
210,66.35332083252291
211,66.22031516332186
212,77.77988538960562
213,72.09807903114529
214,81.11400721842422
215,64.13333467218749
216,69.27928828756069
217,67.03102119710647
218,62.24672170886949
219,78.28421045250798
220,66.48160459913744
221,70.32431326946504
222,70.23040705294194
223,72.75760023953899
224,68.53483018065765
225,71.04455311106172
226,73.01238833393222
227,75.69026143442717
228,71.43483351568788
229,67.10844843331145
230,60.885089600443116
231,56.854465316548215
232,74.35207741929612
233,64.36829938437931
234,69.55096001683278
235,62.57492464267003
236,80.2918284927409
237,71.73660572404576
238,72.16199190187297
239,74.38756446005198
240,59.78935585385108
241,65.98909475256279
242,66.11596511216572
243,64.93248889426259
244,62.95272236235676
245,77.51897484560415
246,60.63942317917606
247,71.20295143783044
248,74.85861669722541
249,70.82744852682086
250,70.84526536223545
251,53.768846355598626
252,80.27252311595883
253,69.70565804300034
254,79.29890059082537
255,79.86790635039168
256,56.29612107467571
257,60.64217368992655
258,66.67780704075582
259,75.92785582583103
260,68.81738008020537
261,81.36689040575838
262,68.27582203360468
263,77.96023173125708
264,56.685685330290724
265,72.08486151342254
266,64.0952339717671
267,66.91315800943846
268,80.82480025348136
269,61.07220805701633
270,61.41374526212866
271,81.66505074717594
272,76.01651960508123
273,76.54305696560064
274,76.66287459212846
275,64.01687405913648
276,55.77446417543475
277,76.55001584795072
278,78.99864363937402
279,80.09440265808665
280,70.37622906111929
281,57.32402658367008
282,75.37169441467958
283,74.71339893696103
284,81.36700912274861
285,62.74612292173473
286,78.16612109032276
287,78.97988126373606
288,61.57331374321588
289,68.10086232598874
290,64.97742243981617
291,81.4380011575824
292,68.35820321580243
293,76.57836719275969
294,76.23350806152577
295,69.64829577436477
296,64.40647003308587
297,82.46164720287352
298,77.74235497399492
299,67.16806061185899
300,63.61384060189757
301,82.34297497909304
302,52.98079240773657
303,60.745658304131545
304,70.41460397384772
305,67.2172763629174
306,72.91137684237869
307,66.21184652403775
308,78.91255136887801
309,75.14110148618028
310,69.16149503356598
311,63.586111425469966
312,71.31498416293431
313,68.70615649212701
314,81.57953114433613
315,70.18398602051175
316,74.58351095177247
317,50.13526018514143
318,63.32076807927309
319,75.09861770542726
320,68.44950408363628
321,53.12924153609685
322,74.29311757080762
323,62.485258290384806
324,55.81894882305221
325,68.33272239967218
326,84.01214729593924
327,78.83959215116741
328,63.48751212822358
329,65.44285794796654
330,64.53633120765683
331,69.89798658624343
332,78.86582701116525
333,79.68865101867216
334,75.97892152080293
335,66.03317545076254
336,61.84037798895428
337,56.45765465013982
338,82.44161825480685
339,73.54455230857482
340,75.22625885187071
341,72.63437614227506
342,71.4919571024853
343,79.88363034691548
344,71.23836641895313
345,68.16868316050568
346,74.31403140524183
347,64.92816603124574
348,76.36064819486118
349,66.70818729491747
350,67.7732746821853
351,71.33840630342264
352,70.21119291951429
353,71.45458347956952
354,64.94575599144541
355,68.64826128403689
356,68.05157984710985
357,66.33627952933216
358,52.214900498092696
359,76.94936863686064
360,68.30511915062364
361,76.58458878317262
362,61.101914011458305
363,78.1198014945816
364,71.80152536814286
365,77.68884955010346
366,72.05945263165644
367,62.69979524341512
368,74.11106218525163
369,61.53457046146744
370,81.22544241359317
371,66.41209858305808
372,71.90728696708169
373,75.86315624327814
374,68.55656952197924
375,67.63968662679902
376,76.64665682166648
377,71.94432227468002
378,62.316604170104455
379,76.5101679342943
380,68.93219860049376
381,73.10480581720901
382,69.49123815085574
383,84.37136976457926
384,62.997583235159205
385,75.43078418442171
386,70.5993234736872
387,56.82618910134164
388,64.31672037750945
389,70.02691916700554
390,61.406618404077236
391,57.72837175207908
392,68.47357687944388
393,66.35415700887971
394,57.19394111290262
395,67.23905745338878
396,76.35806278876899
397,63.74341079585903
398,64.23332933519607
399,56.37905842396158
400,71.58385775108886
401,61.84576790687436
402,65.03524530615725
403,78.43689718445516
404,76.23124066448358
405,62.76910066017253
406,71.65108408044108
407,65.74520743279021
408,59.12576040131451
409,60.04634916149008
410,77.60849768871525
411,59.688620028260445
412,64.49675617029992
413,77.69261631545535
414,69.14378849686052
415,57.30602024823682
416,65.73366289348131
417,53.914716283203084
418,61.76088872135297
419,68.47670998713603
420,66.17788402616273
421,65.10959158712295
422,75.7993058878035
423,62.147817108608514
424,81.12129757179471
425,58.407608989751274
426,72.73477520102072
427,63.84828176267957
428,73.80319070507099
429,72.44342222789335
430,72.29145120190088
431,66.91453774486764
432,65.76432706661767
433,78.90251279968268
434,68.60915120037421
435,63.05415155136163
436,58.001560280978445
437,57.685245675331615
438,81.628786839774
439,57.938512298259084
440,75.20239313483839
441,72.48213174851348
442,69.68144890285866
443,64.45064746384764
444,74.55026159059899
445,63.76810549080736
446,72.56480217230641
447,61.786004602875735
448,73.59952039458102
449,63.21111694430105
450,73.69503502536206
451,73.76818419771286
452,64.02245738291073
453,62.62974687864948
